Institution_OrgUEINum_C,Sum,Count,Institution_Name_C
"Vashaw, Kent Barton",150000.0,1,"Vashaw, Kent Barton"
VascuLogic LLC,149430.0,1,VascuLogic LLC
Sumy                    Danielle       F,85000.0,1,Sumy                    Danielle       F
"Vargas, Karla Leonor",207000.0,1,"Vargas, Karla Leonor"
Vargas                  Luis           C,5617.0,1,Vargas                  Luis           C
Sussman                 Jeffrey        M,5400.0,1,Sussman                 Jeffrey        M
VanDyken                James          D,189000.0,1,VanDyken                James          D
VanDyke                 James          U,158756.0,1,VanDyke                 James          U
VanDeVeire              Jacqueline     A,5637.0,1,VanDeVeire              Jacqueline     A
"Surface Integrity, LLC",224953.0,1,"Surface Integrity, LLC"
Surg Solutions LLC,150000.0,1,Surg Solutions LLC
Surgent                 April,1.0,1,Surgent                 April
Suseela                 Vidya,138000.0,1,Suseela                 Vidya
VanDam                  Matthew        H,140000.0,1,VanDam                  Matthew        H
"Sussman, Ethan W",190000.0,1,"Sussman, Ethan W"
Sun                     Nike,150000.0,1,Sun                     Nike
Sustainable Structures LLC,98750.0,1,Sustainable Structures LLC
VanDam                  Bryce          R,5400.0,1,VanDam                  Bryce          R
VanDam                  Alex           R,140000.0,1,VanDam                  Alex           R
VanBuren                Robert,216000.0,1,VanBuren                Robert
"Sutherland, James D",35400.0,1,"Sutherland, James D"
"Sutherland, Mary Elizabeth",40500.0,1,"Sutherland, Mary Elizabeth"
VanBael                 Sunshine       A,0.0,1,VanBael                 Sunshine       A
"Van Orman, James A",72000.0,1,"Van Orman, James A"
VanDyne SuperTurbo Inc.,0.0,1,VanDyne SuperTurbo Inc.
VanHoewyk               Douglas,3000.0,1,VanHoewyk               Douglas
VanWay                  John,5700.0,1,VanWay                  John
Van_Eaton               Alexa          R,170000.0,1,Van_Eaton               Alexa          R
"Sun BioMedical Technologies, Inc",97928.0,1,"Sun BioMedical Technologies, Inc"
SunEthanol Incorporated,98360.0,1,SunEthanol Incorporated
Sundberg                Marshall       I,160000.0,1,Sundberg                Marshall       I
Sung                    Kiseok,5252.0,1,Sung                    Kiseok
"Vanu, Inc.",499937.0,1,"Vanu, Inc."
Vano                    Julie          A,170000.0,1,Vano                    Julie          A
Vanntec LLC,150000.0,1,Vanntec LLC
Vang                    Zoua,120000.0,1,Vang                    Zoua
Vanderplas              Jacob          T,240000.0,1,Vanderplas              Jacob          T
"Suntific Materials, LLC",143832.0,1,"Suntific Materials, LLC"
Vandergast              Amy            G,100000.0,1,Vandergast              Amy            G
Superior Graphite Co.,100000.0,1,Superior Graphite Co.
Supp                    Sarah          R,207000.0,1,Supp                    Sarah          R
"Vanderbilt, Kristin L",28468.0,1,"Vanderbilt, Kristin L"
VanderJagt              Benjamin       J,5070.0,1,VanderJagt              Benjamin       J
Vandegrift              Roo,70.0,1,Vandegrift              Roo
"VandeBogert, Keller",150000.0,1,"VandeBogert, Keller"
Stumpner                Paul           R,5836.0,1,Stumpner                Paul           R
Stucky                  Brian          J,138000.0,1,Stucky                  Brian          J
"Sterling International, Inc.",150000.0,1,"Sterling International, Inc."
"Stoll, Marijke M",148000.0,1,"Stoll, Marijke M"
"Vennari, Cara Elizabeth",174000.0,1,"Vennari, Cara Elizabeth"
"Stocks, Karen I",100000.0,1,"Stocks, Karen I"
"Venkatraman, Madhvi",138000.0,1,"Venkatraman, Madhvi"
"Stoddard, Mary",1000.0,1,"Stoddard, Mary"
"Venkateswaran, Vidya",150000.0,1,"Venkateswaran, Vidya"
Stoffregen              Matthew        H,150000.0,1,Stoffregen              Matthew        H
"Stokes, McKenzie",138000.0,1,"Stokes, McKenzie"
Stolfi                  Alberto        S,189000.0,1,Stolfi                  Alberto        S
Venkatesh               Saraswathi,150000.0,1,Venkatesh               Saraswathi
Venti                   Nicholas       L,4579.0,1,Venti                   Nicholas       L
Stolt                   Matthew        J,400.0,1,Stolt                   Matthew        J
Stone                   Matthew        T,147540.0,1,Stone                   Matthew        T
"Stone, Benjamin W",216000.0,1,"Stone, Benjamin W"
"Stone, Jessica",170000.0,1,"Stone, Jessica"
Venkatesan              Aparna,180000.0,1,Venkatesan              Aparna
"Venkataraman, Yaamini Ranjani",138000.0,1,"Venkataraman, Yaamini Ranjani"
Venkatachalam           Vivek,138000.0,1,Venkatachalam           Vivek
Stonoha                 Christina,5070.0,1,Stonoha                 Christina
"Stitzer, Michelle Corey",216000.0,1,"Stitzer, Michelle Corey"
Stillwell               Charles        C,5400.0,1,Stillwell               Charles        C
Stuckner                Joshua         A,5400.0,1,Stuckner                Joshua         A
"Stevens, Madison P",160000.0,1,"Stevens, Madison P"
Stern                   Daniel         P,86000.0,1,Stern                   Daniel         P
Stern                   Harry          A,100000.0,1,Stern                   Harry          A
"Stern, Daniel",150000.0,1,"Stern, Daniel"
"Stern, Oona",1.0,1,"Stern, Oona"
Stevens                 Abigail        L,100000.0,1,Stevens                 Abigail        L
"Venuto, Alexandra C",240000.0,1,"Venuto, Alexandra C"
Stevens                 Julia          L,5836.0,1,Stevens                 Julia          L
Stevens                 Kimberly,5070.0,1,Stevens                 Kimberly
Stevenson               Samantha,170000.0,1,Stevenson               Samantha
Stiksma                 Melissa        C,5070.0,1,Stiksma                 Melissa        C
Steward                 Angela         M,132106.0,1,Steward                 Angela         M
Stewart                 Charles        E,123000.0,1,Stewart                 Charles        E
Stewart                 Fenyang        A,5836.0,1,Stewart                 Fenyang        A
Stewart                 Jared          J,216000.0,1,Stewart                 Jared          J
Venti Risk Management,172759.0,1,Venti Risk Management
Stheno LLC,94103.0,1,Stheno LLC
Stieg                   Adam,3000.0,1,Stieg                   Adam
Stiegler                Josef          B,5000.0,1,Stiegler                Josef          B
"Venganza, Incorporated",99998.0,1,"Venganza, Incorporated"
"Storks, Levi",138000.0,1,"Storks, Levi"
Storm                   Peter          A,108000.0,1,Storm                   Peter          A
"Strobel, Sarah McKay",138000.0,1,"Strobel, Sarah McKay"
Streicher               Jeffrey        W,5836.0,1,Streicher               Jeffrey        W
Veldt                   Luke           N,5400.0,1,Veldt                   Luke           N
Streicker               Daniel         G,140000.0,1,Streicker               Daniel         G
Streig                  Ashley         R,87000.0,1,Streig                  Ashley         R
Vela-Vick               David          S,135000.0,1,Vela-Vick               David          S
Vehicle Data Science Corporation,150000.0,1,Vehicle Data Science Corporation
"Vega, Stephanie A",32000.0,1,"Vega, Stephanie A"
"Strickland, Lynette Renae",138000.0,1,"Strickland, Lynette Renae"
Vega                    Rebecca        L,120000.0,1,Vega                    Rebecca        L
Stout                   Carla          C,138000.0,1,Stout                   Carla          C
Veale                   Richard        E,70.0,1,Veale                   Richard        E
Strong                  Adrienne       E,157600.0,1,Strong                  Adrienne       E
Structural Fuse,149830.0,1,Structural Fuse
Stuart                  Stephanie      A,140000.0,1,Stuart                  Stephanie      A
"Vazquez, Juan Manuel",138000.0,1,"Vazquez, Juan Manuel"
Stubbs                  Rebecca,5070.0,1,Stubbs                  Rebecca
"Vavagiakis, Eve Marie",300000.0,1,"Vavagiakis, Eve Marie"
Vault Nano Inc,224931.0,1,Vault Nano Inc
Velez-Juarbe            Jorge,170000.0,1,Velez-Juarbe            Jorge
Street                  Brian          T,108000.0,1,Street                  Brian          T
"Veling, Michael T",138000.0,1,"Veling, Michael T"
Streby                  Henry          M,189000.0,1,Streby                  Henry          M
Stovall                 Lindsay,135000.0,1,Stovall                 Lindsay
"Veney, Sean",100000.0,1,"Veney, Sean"
Stovall                 Wendy          K,5685.0,1,Stovall                 Wendy          K
Stowe-Evans             Emily          L,100000.0,1,Stowe-Evans             Emily          L
Stoy                    Kayla,138000.0,1,Stoy                    Kayla
Strable                 Joshua,216000.0,1,Strable                 Joshua
Vendetti                Jann           E,5637.0,1,Vendetti                Jann           E
Straight                Paul           D,100000.0,1,Straight                Paul           D
Strain                  Robert         M,108000.0,1,Strain                  Robert         M
"Strategic Polymer Sciences, Inc.",149680.0,1,"Strategic Polymer Sciences, Inc."
"Vemulapalli, Sameera",190000.0,1,"Vemulapalli, Sameera"
Veloctron LLC,150000.0,1,Veloctron LLC
"Strauber, Charles",40500.0,1,"Strauber, Charles"
"Straumanis, Andrei R",51000.0,1,"Straumanis, Andrei R"
Streametics,100000.0,1,Streametics
Streamline Nanotechnologies Incorporated,150000.0,1,Streamline Nanotechnologies Incorporated
Streamlined Embedded Technologies,149533.0,1,Streamlined Embedded Technologies
"Smith, Gordon P",138000.0,1,"Smith, Gordon P"
"Smith, Cassandra Marie",174000.0,1,"Smith, Cassandra Marie"
"Pope, Allen",40500.0,1,"Pope, Allen"
Shah                    Shrenik        N,150000.0,1,Shah                    Shrenik        N
"Shadden, Shawn C",108000.0,1,"Shadden, Shawn C"
W6X2V48LS4R4,50000.0,1,Morris Brown College
"Shaddox, Heather R",174000.0,1,"Shaddox, Heather R"
W6KGMXU95JT7,0.0,1,Auctionomics
W6HRRRYR9NR4,225000.0,1,"BLEEXY, LLC"
Shade                   Ashley         L,3000.0,1,Shade                   Ashley         L
"Shadowband Systems, Inc.",99998.0,1,"Shadowband Systems, Inc."
Shah                    Alisha         A,138000.0,1,Shah                    Alisha         A
Shah                    Sunny          S,5617.0,1,Shah                    Sunny          S
"Seymour, Nikki M",174000.0,1,"Seymour, Nikki M"
"Shah, Shailee",240000.0,1,"Shah, Shailee"
"Shaheen, Samuel",180000.0,1,"Shaheen, Samuel"
Shahlari                Mahin,5637.0,1,Shahlari                Mahin
Shallcross              Richard        C,132950.0,1,Shallcross              Richard        C
W66UNMLC2QN3,240000.0,1,Thomas More College
W632DCKCQDJ5,2145082.0,1,Rowan College of South Jersey -- Cumberland Campus
"Shamloo, Hannah I",174000.0,1,"Shamloo, Hannah I"
"Shampine, Chad J",28300.0,1,"Shampine, Chad J"
"Shackelton, Laura A",11500.0,1,"Shackelton, Laura A"
Seymour                 Danelle        K,216000.0,1,Seymour                 Danelle        K
Sergi                   Brian          J,5400.0,1,Sergi                   Brian          J
Severtson               Benjamin       M,2500.0,1,Severtson               Benjamin       M
Serkh                   Kirill,150000.0,1,Serkh                   Kirill
"Serotiny, Inc.",149960.0,1,"Serotiny, Inc."
Serrano-Figueroa        Luis           O,5700.0,1,Serrano-Figueroa        Luis           O
Serrano-Garcia          William,5400.0,1,Serrano-Garcia          William
"Servedio, Rocco A",90000.0,1,"Servedio, Rocco A"
"Seryx Biomedical, Inc.",0.0,1,"Seryx Biomedical, Inc."
W91JE9TNREA7,135355.0,1,Genesee Community College
Setzler                 Brian          P,5836.0,1,Setzler                 Brian          P
Seward Incorporated,149747.0,1,Seward Incorporated
"Seyler, Caroline Elizabeth",180000.0,1,"Seyler, Caroline Elizabeth"
W8EQH93A6RA4,552917.0,1,"Neighborhood House, Incorporated"
Sexton                  Jason          P,239000.0,1,Sexton                  Jason          P
W8E2GN59XJB5,225000.0,1,"Discovery Simulations, LLC"
Seyfaddini              Sobhan,150000.0,1,Seyfaddini              Sobhan
Seyfarth                Scott          J,5070.0,1,Seyfarth                Scott          J
W6XTNSMUDUS8,274388.0,1,"MEDMICROMAPS, LLC"
Seyfferth               Angelia        L,189000.0,1,Seyfferth               Angelia        L
Seyler                  Barnabas,5070.0,1,Seyler                  Barnabas
Shamrock Energy Corporation,149824.0,1,Shamrock Energy Corporation
"Shane, Janelle C",40500.0,1,"Shane, Janelle C"
W5W1GM11LKF5,125000.0,1,ASSET Inc.
"Sheikh, Sofia Zara",300000.0,1,"Sheikh, Sofia Zara"
W42MYC5BMKP9,20000.0,1,Neutron Scattering Society of America
Shearer                 Christopher    R,700.0,1,Shearer                 Christopher    R
Sheckman                Samuel         I,5400.0,1,Sheckman                Samuel         I
Sheehan                 Patrick        D,300000.0,1,Sheehan                 Patrick        D
Shefellbine             Sandra         J,81840.0,1,Shefellbine             Sandra         J
W3JHT8BJLCK9,255997.0,1,"KALEIDO, INC."
"Sheffer, Monica M",240000.0,1,"Sheffer, Monica M"
"Shehzad, Zarrar",138000.0,1,"Shehzad, Zarrar"
"Sheinis, Andrew I",180000.0,1,"Sheinis, Andrew I"
Shanks                  Denton         K,5637.0,1,Shanks                  Denton         K
"Shek, Katherine L",180000.0,1,"Shek, Katherine L"
"Shekelle, Myron",57219.0,1,"Shekelle, Myron"
Shelby County Schools,710938.0,1,Shelby County Schools
Sheldon                 Daniel         R,123000.0,1,Sheldon                 Daniel         R
Sheldon                 Kimberly       S,207000.0,1,Sheldon                 Kimberly       S
Shelly                  Harvey         L,108000.0,1,Shelly                  Harvey         L
Shelton                 Delia          S,207000.0,1,Shelton                 Delia          S
Shelton State Community College,348667.0,1,Shelton State Community College
"Shea-Brown, Eric T",108000.0,1,"Shea-Brown, Eric T"
She                     Yiwei,150000.0,1,She                     Yiwei
Shaw                    John           B,85000.0,1,Shaw                    John           B
Shaw                    Allison        K,131313.0,1,Shaw                    Allison        K
"Shao-Horn, Yang",64244.0,1,"Shao-Horn, Yang"
W5HBG2REYJP3,275000.0,1,"FUM TECHNOLOGIES, INC"
Shapiro                 Alexander,150000.0,1,Shapiro                 Alexander
W5CYCQCDMNR5,256000.0,1,INTELLERCE LLC
Shapiro                 Lori           R,189000.0,1,Shapiro                 Lori           R
W59NR27PC468,2464630.0,1,Bedford Central School Distrcit
"Sharifi, Romyar T",90000.0,1,"Sharifi, Romyar T"
W542YM52TN79,275000.0,1,"SHROOM-E CO., LLC"
Sharma                  Prashant       P,189000.0,1,Sharma                  Prashant       P
"Sharo, Andrew George",138000.0,1,"Sharo, Andrew George"
W513L93SHXL7,275000.0,1,"GEOFINANCIAL ANALYTICS, INC."
Sharpee                 William,5836.0,1,Sharpee                 William
W4X1WNMXCFN3,199928.0,1,Brunswick Community College
W4TERRVQDRE8,999547.0,1,MICHIGAN STATE UNIVERSITY FOUNDATION
"Shaughnessy, Ciaran A",207000.0,1,"Shaughnessy, Ciaran A"
Shavit                  Amit,5070.0,1,Shavit                  Amit
W4RZFNC1EN66,273332.0,1,GUARDIANSAT LLC
Serhiyenko              Khrystyna,150000.0,1,Serhiyenko              Khrystyna
Seok                    Brian,5836.0,1,Seok                    Brian
Shenk                   Timothy        M,5617.0,1,Shenk                   Timothy        M
Segerlind               Nathan         L,108000.0,1,Segerlind               Nathan         L
Seekell                 Raymond        P,5836.0,1,Seekell                 Raymond        P
WEJSHG3LHK19,270578.0,1,"RAPID FORENSIC CELL TYPING, INC."
WEFTSLL9UN87,515654.0,1,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
"Seelinger, George H",190000.0,1,"Seelinger, George H"
Segel                   Joel           E,5617.0,1,Segel                   Joel           E
WE1HTBZ6AM35,274926.0,1,ACTUALIZATION AI LLC
WDMQY6QFHU54,150000.0,1,InvenTherm LLC
WDFQQRMAPNN6,256000.0,1,COUTURE TECHNOLOGIES LLC
Segovia                 Daisy          A,5836.0,1,Segovia                 Daisy          A
Seeholzer               Glenn          F,138000.0,1,Seeholzer               Glenn          F
WDF4Q9F53LD5,225000.0,1,ALL Power Labs INC
"Segraves, Kari A",100000.0,1,"Segraves, Kari A"
Segura-Cox              Dominique      M,300000.0,1,Segura-Cox              Dominique      M
Sehgal                  Neelima,83000.0,1,Sehgal                  Neelima
Seibert                 Darren         A,5070.0,1,Seibert                 Darren         A
WCRCH8PDUBB6,256000.0,1,"POLYPV, LLC"
Seigel                  Robert         B,86000.0,1,Seigel                  Robert         B
WCKUJMU4ZYC5,274457.0,1,AGTEC INNOVATIONS INC
WEKPG2MKJ7H8,50000.0,1,"Window To The World Communications, Inc. WTTW 11"
"Seeger, Benjamin",150000.0,1,"Seeger, Benjamin"
Seo                     Ji-Hye,5070.0,1,Seo                     Ji-Hye
Sears                   Michael        W,100000.0,1,Sears                   Michael        W
Scott                   Darius         D,138000.0,1,Scott                   Darius         D
Scott                   Mark           J,5070.0,1,Scott                   Mark           J
"Scott, Reum",300000.0,1,"Scott, Reum"
Scurto                  Aaron          M,43150.0,1,Scurto                  Aaron          M
WG9YQJQNN585,224913.0,1,"GAMES AND LEARNING, INC."
SeaChange Group LLC,149952.0,1,SeaChange Group LLC
Sealing                 Christine      R,5400.0,1,Sealing                 Christine      R
"Searles, Edmund Q",78000.0,1,"Searles, Edmund Q"
"Sears, Caitlyn",170000.0,1,"Sears, Caitlyn"
Seebruck                Ryan           M,5637.0,1,Seebruck                Ryan           M
WFM9DG3MY7L8,273563.0,1,"MEDICARBONE, INC."
WFETJLHB6MQ4,274865.0,1,"ILLUMINANT SURGICAL, INC."
Sebestyen               Stephen        D,1.0,1,Sebestyen               Stephen        D
WF3PZ1EKDYM4,255819.0,1,"CACHE DNA, INC."
"WESTAT, INC",450000.0,1,"WESTAT, INC"
Secure Banking Solutions,0.0,1,Secure Banking Solutions
"WELLDOG, INC.",100000.0,1,"WELLDOG, INC."
"Sedransk, Kyra",40500.0,1,"Sedransk, Kyra"
Seiter                  Sarah          A,5700.0,1,Seiter                  Sarah          A
"Sekerina, Irina A",12311.0,1,"Sekerina, Irina A"
"Selah Technologies, LLC",0.0,1,"Selah Technologies, LLC"
Senops Corporation,100000.0,1,Senops Corporation
WA8MD23PFXM7,272050.0,1,UNSPACE LLC
SenTech Corporation,97682.0,1,SenTech Corporation
Sena                    Kenton         L,5070.0,1,Sena                    Kenton         L
Senescu                 Reid           R,1.0,1,Senescu                 Reid           R
Senft                   Nicole         M,5000.0,1,Senft                   Nicole         M
W9ZJMM8EN5G5,225000.0,1,SageSurfer Inc
"Senger, Andrew",150000.0,1,"Senger, Andrew"
Seniton Technology Incorporation,99360.0,1,Seniton Technology Incorporation
"SensIrOx, Inc.",100000.0,1,"SensIrOx, Inc."
"Selden, Rebecca",174000.0,1,"Selden, Rebecca"
Sensacoil Incorporated,100000.0,1,Sensacoil Incorporated
"Sensor Technologies & Systems, Inc.",99448.0,1,"Sensor Technologies & Systems, Inc."
Sensordyne LLC,100000.0,1,Sensordyne LLC
"Sensulin, LLC",225000.0,1,"Sensulin, LLC"
"Sentek Instrument, LLC",149688.0,1,"Sentek Instrument, LLC"
Sentel Technologies L.L.C.,99587.0,1,Sentel Technologies L.L.C.
Sentor Technologies Inc.,94111.0,1,Sentor Technologies Inc.
W99XB12TL3H4,275000.0,1,FORM FINDING STUDIO LLC
WAATQU93FVD1,225000.0,1,"Nanomatronix, LLC"
SenMater Technology,150000.0,1,SenMater Technology
Sen                     Andrew         D,5400.0,1,Sen                     Andrew         D
WAHMCLFC56U5,343252.0,1,CENTER FOR EMPLOYMENT SECURITY EDUCATION AND RESEARCH
WC19APUV6BK5,256000.0,1,"EDUMD, LLC"
WBX6HKZ9UQF3,225000.0,1,"Social Solutions, LLC"
WBRKDNQJNAL4,246028.0,1,INTERLUNE CORPORATION
Seletskiy               Denis          V,143900.0,1,Seletskiy               Denis          V
WBKDAD18GPN9,256000.0,1,"CAPORUS TECHNOLOGIES, LLC"
WBA7L1S8TCP9,225000.0,1,Advanced Medical Systems LLC
Self                    Katharine      E,5400.0,1,Self                    Katharine      E
WAZJRBKGVY25,150000.0,1,"UpShift Labs, Inc."
"Seligman, Darryl Zachary",330000.0,1,"Seligman, Darryl Zachary"
"WAY Systems, Inc.",99616.0,1,"WAY Systems, Inc."
Metal Fatigue Solutions,223906.0,1,Metal Fatigue Solutions
"Seliktar, Dror",86190.0,1,"Seliktar, Dror"
Sellers                 Michael        S,5637.0,1,Sellers                 Michael        S
"Semerane, Inc.",149999.0,1,"Semerane, Inc."
WAXWZNAR9WG8,199975.0,1,Inver Hills Community College
Semrock,97529.0,1,Semrock
WAVKBZ8JDKP4,296482.0,1,National Action Council for Minorities in Engineering Inc
"Shenfeld, Yair",150000.0,1,"Shenfeld, Yair"
W32NQ178UT44,45241.0,1,BIODESIGN CHALLENGE INC
"Smith, Alexander D",150000.0,1,"Smith, Alexander D"
Singh                   Surya,3000.0,1,Singh                   Surya
Simonson                Lily,1.0,1,Simonson                Lily
Simpson                 Barbara        G,5070.0,1,Simpson                 Barbara        G
Simpson                 David          B,5673.0,1,Simpson                 David          B
Simpson                 Jessica,5400.0,1,Simpson                 Jessica
Simpson                 Steven         T,5700.0,1,Simpson                 Steven         T
"Simpson, Austyn",150000.0,1,"Simpson, Austyn"
Sims                    Robert         J,108000.0,1,Sims                    Robert         J
"Sims, Melissa",174000.0,1,"Sims, Melissa"
Singh-Bhalla            Guneeta,5637.0,1,Singh-Bhalla            Guneeta
"Simonis, Molly C",240000.0,1,"Simonis, Molly C"
Singhal                 Sonal,138000.0,1,Singhal                 Sonal
"Sinnott-Armstrong, Miranda",207000.0,1,"Sinnott-Armstrong, Miranda"
Sinton                  Diana          S,74068.0,1,Sinton                  Diana          S
Siorah Incorporated,149840.0,1,Siorah Incorporated
Sipola                  Maija,5836.0,1,Sipola                  Maija
Siprosys Inc.,100000.0,1,Siprosys Inc.
Sirkisoon               Leona          R,5070.0,1,Sirkisoon               Leona          R
"Sirvent, Tara M",100000.0,1,"Sirvent, Tara M"
"Simonitis, Lauren Eve",138000.0,1,"Simonitis, Lauren Eve"
Simonds                 Brian          J,5700.0,1,Simonds                 Brian          J
"Sigma Learning Systems, LLC.",224999.0,1,"Sigma Learning Systems, LLC."
"Silver-Gorges, Ian Michael",240000.0,1,"Silver-Gorges, Ian Michael"
"Signalogic, Inc.",149144.0,1,"Signalogic, Inc."
"Virginia Electronic Textile Systems, LLC",99000.0,1,"Virginia Electronic Textile Systems, LLC"
Signor                  Sarah          A,5637.0,1,Signor                  Sarah          A
Silberstein             Aaron          M,150000.0,1,Silberstein             Aaron          M
Silexta Inc.,150000.0,1,Silexta Inc.
Silicon Photonics Group,149984.0,1,Silicon Photonics Group
"Silicon Ribbon, LLC",224989.0,1,"Silicon Ribbon, LLC"
"Virginia Aquarium & Marine Science Center Foundation, Inc.",167086.0,1,"Virginia Aquarium & Marine Science Center Foundation, Inc."
Silverman               Jeffrey        M,89000.0,1,Silverman               Jeffrey        M
Simon                   Joseph,300000.0,1,Simon                   Joseph
Silvia                  Devin          W,89000.0,1,Silvia                  Devin          W
SimCenter Enterprises,300000.0,1,SimCenter Enterprises
"Sime, Ruth L",79600.0,1,"Sime, Ruth L"
Simkins                 Jeffrey        W,5400.0,1,Simkins                 Jeffrey        W
Simmons                 Danielle,5070.0,1,Simmons                 Danielle
Simmons                 Rashad         N,3000.0,1,Simmons                 Rashad         N
"Simmons, David S",100000.0,1,"Simmons, David S"
"Simmons, Harper L",57816.0,1,"Simmons, Harper L"
Sivek                   Steven         W,150000.0,1,Sivek                   Steven         W
Sizemore                James          O,5617.0,1,Sizemore                James          O
Skawski                 Glenn          M,5700.0,1,Skawski                 Glenn          M
Smith                   Douglas        C,5070.0,1,Smith                   Douglas        C
"SmartWear, LLC",0.0,1,"SmartWear, LLC"
Smiley                  Tara           M,138000.0,1,Smiley                  Tara           M
Smith                   Adam           B,5070.0,1,Smith                   Adam           B
Smith                   Alexander      J,5836.0,1,Smith                   Alexander      J
Smith                   Byron          F,3000.0,1,Smith                   Byron          F
Smith                   Carter         S,5400.0,1,Smith                   Carter         S
Smith                   Colin          F,5700.0,1,Smith                   Colin          F
Smith                   Donald         A,180000.0,1,Smith                   Donald         A
Smith                   Jamie          L,5070.0,1,Smith                   Jamie          L
"Viray, Bianca",135000.0,1,"Viray, Bianca"
Smith                   Jhon           P,3000.0,1,Smith                   Jhon           P
Smith                   Joseph         P,3000.0,1,Smith                   Joseph         P
Smith                   Paul,5938.0,1,Smith                   Paul
Smith                   Paul           A,135000.0,1,Smith                   Paul           A
Smith                   Sean-Ryan,5070.0,1,Smith                   Sean-Ryan
Smith                   Soshana        A,5700.0,1,Smith                   Soshana        A
Smith                   Stephanie      M,138000.0,1,Smith                   Stephanie      M
Smith                   Steven         P,5617.0,1,Smith                   Steven         P
Smart                   Charles        K,135000.0,1,Smart                   Charles        K
Vinzant                 Cynthia        L,150000.0,1,Vinzant                 Cynthia        L
Slowey                  Yoko           M,85000.0,1,Slowey                  Yoko           M
"Slotten, Hugh R",138991.0,1,"Slotten, Hugh R"
"Skilton, Amalia",148000.0,1,"Skilton, Amalia"
Skinner                 Katherine      A,5400.0,1,Skinner                 Katherine      A
Skinner                 Olivenne       D,138000.0,1,Skinner                 Olivenne       D
Skipwith                Phillip,138000.0,1,Skipwith                Phillip
Skjerven                Brian,5070.0,1,Skjerven                Brian
Skokan                  Jozef,75983.0,1,Skokan                  Jozef
Skolnik                 Derek          A,4579.0,1,Skolnik                 Derek          A
"Skoog, Emilie",240000.0,1,"Skoog, Emilie"
Skookoo LLC,150000.0,1,Skookoo LLC
"Skotheim, Jan M",27300.0,1,"Skotheim, Jan M"
"Sky Research, Inc.",149972.0,1,"Sky Research, Inc."
"SkywriterRX, Inc.",224111.0,1,"SkywriterRX, Inc."
"Sladek, Michael R",138000.0,1,"Sladek, Michael R"
"Slate, Mandy",138000.0,1,"Slate, Mandy"
Slaughter               Andrew         E,85000.0,1,Slaughter               Andrew         E
Slaughter               John           B,10000.0,1,Slaughter               John           B
Slocum                  Rachel,0.0,1,Slocum                  Rachel
Signal Processing Technologies LLC,150000.0,1,Signal Processing Technologies LLC
Sifteo Inc.,500000.0,1,Sifteo Inc.
W2VDJTB4R6K8,225000.0,1,Physics Front LLC
Shipman                 Patrick        D,108000.0,1,Shipman                 Patrick        D
W1L2U4AWPNH1,1449637.0,1,Catawba College
W L Pritchard &amp; Company Inc,122000.0,1,W L Pritchard &amp; Company Inc
"Vybornov, Maxim",90000.0,1,"Vybornov, Maxim"
"Shinevar, William J",174000.0,1,"Shinevar, William J"
"Vyas, Dhaval",138000.0,1,"Vyas, Dhaval"
Vulkans Forge Consulting Ltd,150000.0,1,Vulkans Forge Consulting Ltd
"Shipley, Benjamin R",180000.0,1,"Shipley, Benjamin R"
Vulic                   Natasa,5070.0,1,Vulic                   Natasa
"Vuletich, Heidi A",138000.0,1,"Vuletich, Heidi A"
"Shimada, Lia",40500.0,1,"Shimada, Lia"
VulcanCraft,400000.0,1,VulcanCraft
"Shipman, Ian",150000.0,1,"Shipman, Ian"
Vu                      Vincent        Q,135000.0,1,Vu                      Vincent        Q
Shipp                   Eric           L,0.0,1,Shipp                   Eric           L
Vu                      Anh            Q,5637.0,1,Vu                      Anh            Q
Vrvilo                  Nicholas       B,5836.0,1,Vrvilo                  Nicholas       B
Vouga                   Paul           E,150000.0,1,Vouga                   Paul           E
Volkoff                 Tyler          J,5836.0,1,Volkoff                 Tyler          J
"Shin, Tobias",150000.0,1,"Shin, Tobias"
W1NBN156CYF9,23373.0,1,"A.U.R.A., Space Telescope Science Institute"
"Sienna Labs, Inc.",150000.0,1,"Sienna Labs, Inc."
W2J5MPF9UYG8,255756.0,1,"LABRADOR SYSTEMS, INC."
W2P9JX5RHMV5,748450.0,1,University of Dubuque
Shenoy                  Pradeep,5637.0,1,Shenoy                  Pradeep
Shepard                 Emily          E,5700.0,1,Shepard                 Emily          E
Shepherd                Ryan           W,100000.0,1,Shepherd                Ryan           W
Sheppard                Scott          S,67000.0,1,Sheppard                Scott          S
Sherbert                Robert         M,5617.0,1,Sherbert                Robert         M
Sherette                Jonathan       L,5836.0,1,Sherette                Jonathan       L
"Sherman, Brynn E",160000.0,1,"Sherman, Brynn E"
"Sherman-Bennett, Melissa U",150000.0,1,"Sherman-Bennett, Melissa U"
Shih                    Stephanie,5070.0,1,Shih                    Stephanie
"Sherpa, Sonam Futi",180000.0,1,"Sherpa, Sonam Futi"
W269G7PN7614,275000.0,1,WEEL AUTONOMY INC.
W24WBBFBWY29,25000.0,1,NATURE AMERICA INC
Sheth                   Seema          N,138000.0,1,Sheth                   Seema          N
Shew                    Woodrow        L,0.0,1,Shew                    Woodrow        L
Shieh                   Sarah,5617.0,1,Shieh                   Sarah
Shields                 Aomawa         L,89000.0,1,Shields                 Aomawa         L
